STATION_CODE,STATION_NAME,LATITUDE,LONGITUDE,NUMBER_OF_ROUTES,BIKE_CAPACITY,Cages,Hoops,Locker,Other,Parkiteer,PARKING_CAPACITY,ANNUAL_PATRONAGE,PRE_PEAK,AM_PEAK,INTERPEAK,PM_PEAK,POST_PEAK,WEEKDAY_ENTRIES,SAT_ENTRIES,SUN_ENTRIES,AVG_WEEKLY_ENTRIES,ACCESS_BUS,ACCESS_CAR,ACCESS_BIKE,ACCESS_OTHER,ACCESS_TRAIN,ACCESS_TRAM,ACCESS_WALK,PURPOSE_EDU,PURPOSE_NIL,PURPOSE_APTMNT,PURPOSE_SOCIAL,PURPOSE_TOURIST,PURPOSE_VISIT,PURPOSE_WORK,venues
REG,regent,-37.73,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.45,171.48,864.9,286.66,180.75,46.21,1550.0,780.0,520.0,9050.0,0.09,0.25,0.0,0.0,0.0,0.0,0.66,0.14,0.0,0.07,0.08,0.0,0.02,0.69,1
PRE,preston,-37.74,145.0,1.0,32.0,0.0,1.0,0.0,0.0,1.0,261.0,0.86,172.72,897.41,871.32,715.8,182.75,2840.0,2010.0,1140.0,17350.0,0.06,0.23,0.0,0.0,0.02,0.01,0.67,0.23,0.0,0.11,0.06,0.0,0.04,0.55,22
BEL,bell,-37.75,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.43,95.75,563.26,346.55,351.22,83.21,1440.0,890.0,630.0,8720.0,0.04,0.11,0.02,0.01,0.0,0.0,0.83,0.21,0.0,0.05,0.09,0.02,0.1,0.53,16
TBY,thornbury,-37.76,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,116.66,809.48,341.72,242.31,69.82,1580.0,940.0,600.0,9440.0,0.02,0.1,0.05,0.03,0.0,0.16,0.64,0.13,0.0,0.05,0.1,0.0,0.08,0.63,46
CXT,croxton,-37.76,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,72.26,577.84,204.64,130.34,44.91,1030.0,610.0,400.0,6160.0,0.01,0.15,0.01,0.0,0.0,0.0,0.84,0.16,0.0,0.06,0.17,0.0,0.03,0.59,46
NCE,northcote,-37.77,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.33,47.22,426.86,245.96,302.72,77.25,1100.0,690.0,460.0,6650.0,0.05,0.06,0.0,0.0,0.02,0.0,0.86,0.1,0.0,0.04,0.44,0.0,0.01,0.4,48
MER,merri,-37.78,144.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.18,24.34,259.57,131.72,169.12,35.24,620.0,320.0,210.0,3630.0,0.0,0.03,0.0,0.0,0.01,0.0,0.96,0.08,0.0,0.03,0.15,0.0,0.08,0.65,2
RUS,rushall,-37.78,144.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.15,18.61,191.65,122.82,138.04,28.88,500.0,300.0,210.0,3010.0,0.03,0.02,0.07,0.0,0.03,0.0,0.86,0.29,0.0,0.02,0.08,0.0,0.19,0.42,2
SUN,sunshine,-37.79,144.83,1.0,56.0,0.0,2.0,0.0,0.0,2.0,494.0,1.6,396.56,2391.81,1784.24,1271.77,225.61,6070.0,2650.0,1910.0,34910.0,0.18,0.37,0.02,0.0,0.05,0.0,0.39,0.25,0.01,0.04,0.05,0.0,0.01,0.63,9
TOT,tottenham,-37.8,144.86,1.0,5.0,0.0,1.0,0.0,0.0,0.0,237.0,0.41,118.89,694.74,371.05,278.18,67.14,1530.0,690.0,520.0,8860.0,0.0,0.34,0.02,0.0,0.04,0.0,0.6,0.25,0.03,0.03,0.07,0.01,0.06,0.56,2
WFY,west footscray,-37.8,144.89,1.0,42.0,0.0,2.0,0.0,0.0,2.0,410.0,0.45,121.43,987.56,336.2,225.74,59.07,1730.0,690.0,470.0,9810.0,0.01,0.3,0.01,0.0,0.0,0.0,0.68,0.13,0.0,0.12,0.04,0.0,0.04,0.67,17
MFY,middle footscray,-37.8,144.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,40.14,326.07,179.34,124.77,39.69,710.0,370.0,250.0,4170.0,0.03,0.02,0.0,0.0,0.02,0.0,0.93,0.19,0.03,0.07,0.05,0.0,0.04,0.62,17
FSY,footscray,-37.8,144.9,3.0,49.0,0.0,4.0,0.0,0.0,1.0,161.0,3.77,451.86,3501.24,3887.66,3929.48,879.76,12650.0,7450.0,4990.0,75690.0,0.14,0.16,0.01,0.0,0.15,0.05,0.49,0.37,0.01,0.07,0.07,0.01,0.1,0.38,49
SKN,south kensington,-37.8,144.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.34,50.02,559.23,264.6,217.28,48.87,1140.0,610.0,410.0,6720.0,0.0,0.16,0.02,0.0,0.0,0.0,0.81,0.15,0.0,0.08,0.01,0.0,0.04,0.72,2
BMS,broadmeadows,-37.68,144.92,1.0,33.0,0.0,0.0,8.0,0.0,1.0,210.0,0.78,142.59,624.57,874.96,872.55,145.33,2660.0,1450.0,1040.0,15790.0,0.31,0.21,0.0,0.09,0.06,0.0,0.31,0.24,0.04,0.1,0.13,0.03,0.07,0.39,42
JAC,jacana,-37.7,144.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,28.87,84.59,78.58,43.02,14.94,250.0,200.0,160.0,1610.0,0.0,0.1,0.01,0.02,0.06,0.0,0.81,0.28,0.0,0.12,0.14,0.0,0.16,0.3,0
GRY,glenroy,-37.7,144.92,1.0,25.0,1.0,0.0,0.0,0.0,0.0,618.0,1.1,398.41,1811.74,934.76,540.86,124.22,3810.0,1810.0,1260.0,22120.0,0.07,0.32,0.0,0.01,0.03,0.0,0.57,0.27,0.0,0.04,0.13,0.0,0.03,0.52,0
OKP,oak park,-37.72,144.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.45,151.86,881.74,330.06,166.13,40.21,1570.0,740.0,510.0,9100.0,0.01,0.31,0.0,0.0,0.0,0.0,0.67,0.15,0.0,0.12,0.05,0.0,0.03,0.65,8
PVL,pascoe vale,-37.73,144.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.52,174.63,1113.89,323.34,169.79,48.35,1830.0,820.0,540.0,10510.0,0.0,0.32,0.03,0.0,0.01,0.0,0.64,0.21,0.01,0.03,0.07,0.01,0.02,0.65,13
SME,strathmore,-37.74,144.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.36,102.07,763.14,228.04,203.65,43.1,1340.0,500.0,310.0,7510.0,0.0,0.52,0.0,0.0,0.0,0.0,0.47,0.17,0.0,0.03,0.02,0.0,0.03,0.75,2
GBV,glenbervie,-37.75,144.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.34,117.44,782.09,186.54,108.8,25.13,1220.0,470.0,310.0,6880.0,0.02,0.53,0.0,0.01,0.0,0.0,0.44,0.16,0.0,0.05,0.14,0.0,0.03,0.62,2
ESD,essendon,-37.76,144.92,1.0,22.0,0.0,1.0,12.0,0.0,0.0,499.0,1.6,527.39,3082.37,997.03,903.87,169.35,5680.0,2480.0,1560.0,32440.0,0.36,0.29,0.0,0.01,0.01,0.15,0.19,0.27,0.01,0.06,0.13,0.0,0.03,0.5,9
MPD,moonee ponds,-37.77,144.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.78,152.39,1133.8,606.11,659.47,158.23,2710.0,1420.0,870.0,15840.0,0.07,0.18,0.01,0.0,0.02,0.01,0.72,0.11,0.16,0.02,0.14,0.0,0.05,0.51,3
ASV,ascot vale,-37.78,144.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,139.99,1136.1,373.15,232.49,68.27,1950.0,940.0,620.0,11310.0,0.02,0.26,0.0,0.0,0.0,0.08,0.64,0.12,0.0,0.05,0.07,0.0,0.06,0.7,0
NKT,newmarket,-37.79,144.93,2.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.85,147.76,1431.17,636.45,487.92,176.7,2880.0,1660.0,1130.0,17190.0,0.0,0.08,0.01,0.0,0.01,0.08,0.82,0.16,0.0,0.06,0.03,0.0,0.1,0.64,23
KEN,kensington,-37.79,144.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,95.04,912.93,414.89,330.77,86.36,1840.0,1120.0,740.0,11060.0,0.11,0.12,0.0,0.0,0.0,0.0,0.76,0.11,0.02,0.03,0.13,0.0,0.01,0.71,23
BOX,box hill,-37.82,145.12,2.0,10.0,0.0,0.0,10.0,0.0,0.0,507.0,3.25,474.06,3324.38,3033.89,3707.21,630.45,11170.0,6250.0,4490.0,66590.0,0.26,0.14,0.0,0.0,0.1,0.03,0.47,0.21,0.0,0.05,0.12,0.0,0.08,0.54,47
SSS,southern cross,-37.82,144.95,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09,453.76,3200.1,8707.53,40403.33,7255.28,60020.0,24460.0,19640.0,344200.0,0.04,0.01,0.0,0.01,0.17,0.06,0.71,0.1,0.02,0.03,0.07,0.01,0.07,0.71,46
RXP,roxburgh park,-37.64,144.94,1.0,25.0,0.0,0.0,0.0,0.0,1.0,347.0,0.45,181.37,903.79,305.87,194.89,44.09,1630.0,610.0,410.0,9170.0,0.25,0.57,0.01,0.0,0.03,0.0,0.14,0.32,0.0,0.07,0.06,0.0,0.04,0.51,0
CGB,craigieburn,-37.6,144.94,1.0,6.0,0.0,0.0,6.0,0.0,0.0,529.0,0.82,597.53,1391.31,538.02,259.29,73.85,2860.0,1400.0,950.0,16650.0,0.2,0.48,0.0,0.0,0.03,0.0,0.29,0.21,0.03,0.09,0.13,0.0,0.02,0.52,11
CLO,coolaroo,-37.66,144.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.24,74.27,499.89,223.36,72.9,19.58,890.0,310.0,230.0,4990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LBK,lynbrook,-38.06,145.25,1.0,21.0,1.0,0.0,0.0,0.0,0.0,229.0,0.34,218.69,758.48,191.96,84.29,16.57,1270.0,370.0,260.0,6980.0,0.07,0.39,0.0,0.0,0.02,0.0,0.53,0.31,0.0,0.05,0.04,0.0,0.01,0.58,0
CDA,cardinia road,-38.07,145.44,1.0,21.0,1.0,0.0,0.0,0.0,0.0,328.0,0.25,258.68,406.36,135.36,75.25,24.35,900.0,340.0,230.0,5070.0,0.01,0.51,0.02,0.0,0.01,0.0,0.45,0.35,0.0,0.09,0.04,0.0,0.04,0.48,1
SMG,south morang,-37.65,145.07,1.0,21.0,1.0,0.0,0.0,0.0,0.0,909.0,0.93,681.52,1561.65,532.58,383.06,91.19,3250.0,1620.0,1050.0,18920.0,0.17,0.62,0.0,0.0,0.0,0.0,0.2,0.24,0.0,0.04,0.1,0.0,0.05,0.57,50
WLD,williams landing,-37.87,144.75,1.0,46.0,0.0,0.0,0.0,0.0,1.0,666.0,0.81,388.5,1739.39,523.75,256.07,52.29,2960.0,1050.0,700.0,16550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
